Order ID,Order Date,Amount,Profit,Quantity,Category,Sub-Category,Unique Categories,Unique Sub-Categories,total amount by category,total profit by category
B-26076,21-03-2019,133,46,5,Clothing,Shirt,0.016949153,0.333333333,8325,901
B-26076,21-03-2019,60,13,2,Clothing,T-shirt,0.017241379,0.125,8325,901
B-26076,21-03-2019,19,4,2,Clothing,Saree,0.01754386,0.090909091,8325,901
B-26076,21-03-2019,450,190,4,Furniture,Bookcases,0.166666667,0.333333333,8325,901
B-26077,22-03-2019,62,11,7,Clothing,Hankerchief,0.017857143,0.076923077,8325,901
B-26078,22-03-2019,17,8,2,Clothing,Skirt,0.018181818,0.333333333,8325,901
B-26078,22-03-2019,44,20,2,Clothing,T-shirt,0.018518519,0.142857143,8325,901
B-26078,22-03-2019,557,111,2,Electronics,Electronic Games,0.066666667,0.25,8325,901
B-26078,22-03-2019,137,63,3,Clothing,Stole,0.018867925,0.111111111,7768,790
B-26079,22-03-2019,18,3,2,Clothing,Hankerchief,0.019230769,0.083333333,7768,790
B-26080,22-03-2019,109,35,6,Clothing,T-shirt,0.019607843,0.166666667,7768,790
B-26081,22-03-2019,359,-338,5,Furniture,Bookcases,0.2,0.5,7768,790
B-26081,22-03-2019,93,-84,3,Clothing,Saree,0.02,0.1,7768,790
B-26081,22-03-2019,169,0,3,Electronics,Accessories,0.071428571,0.166666667,7768,790
B-26081,22-03-2019,79,33,4,Clothing,Stole,0.020408163,0.125,7599,790
B-26081,22-03-2019,24,11,3,Clothing,Hankerchief,0.020833333,0.090909091,7599,790
B-26081,22-03-2019,637,50,5,Clothing,Saree,0.021276596,0.111111111,7599,790
B-26082,23-03-2019,95,5,2,Clothing,Stole,0.02173913,0.142857143,7599,790
B-26083,24-03-2019,43,8,3,Clothing,Leggings,0.022222222,0.166666667,7599,790
B-26083,24-03-2019,145,16,3,Clothing,T-shirt,0.022727273,0.2,7599,790
B-26083,24-03-2019,34,3,3,Clothing,Saree,0.023255814,0.125,7599,790
B-26083,24-03-2019,143,6,2,Electronics,Accessories,0.076923077,0.2,7599,790
B-26083,24-03-2019,45,17,1,Electronics,Accessories,0.083333333,0.25,7456,784
B-26084,25-03-2019,209,-63,4,Electronics,Electronic Games,0.090909091,0.333333333,7411,767
B-26085,26-03-2019,86,22,2,Clothing,Saree,0.023809524,0.142857143,7202,830
B-26085,26-03-2019,1487,624,3,Clothing,Trousers,0.024390244,0.333333333,7202,830
B-26085,26-03-2019,40,17,2,Clothing,Stole,0.025,0.166666667,7202,830
B-26085,26-03-2019,132,-10,3,Clothing,Saree,0.025641026,0.166666667,7202,830
B-26086,26-03-2019,43,17,2,Clothing,T-shirt,0.026315789,0.25,7202,830
B-26086,26-03-2019,762,101,6,Electronics,Printers,0.1,0.333333333,7202,830
B-26086,26-03-2019,25,2,2,Clothing,Hankerchief,0.027027027,0.1,6440,729
B-26087,26-03-2019,119,56,7,Clothing,Saree,0.027777778,0.2,6440,729
B-26087,26-03-2019,46,13,3,Clothing,Hankerchief,0.028571429,0.111111111,6440,729
B-26087,26-03-2019,311,40,1,Electronics,Electronic Games,0.111111111,0.5,6440,729
B-26087,26-03-2019,40,10,2,Clothing,Stole,0.029411765,0.2,6129,689
B-26087,26-03-2019,180,0,8,Clothing,Stole,0.03030303,0.25,6129,689
B-26088,26-03-2019,11,5,2,Clothing,Hankerchief,0.03125,0.125,6129,689
B-26089,26-03-2019,59,24,6,Clothing,Kurti,0.032258065,0.333333333,6129,689
B-26089,26-03-2019,27,4,1,Clothing,Hankerchief,0.033333333,0.142857143,6129,689
B-26089,26-03-2019,139,14,3,Clothing,Kurti,0.034482759,0.5,6129,689
B-26090,27-03-2019,80,22,3,Clothing,Stole,0.035714286,0.333333333,6129,689
B-26091,27-03-2019,158,69,3,Clothing,Stole,0.037037037,0.5,6129,689
B-26091,27-03-2019,29,10,4,Clothing,Hankerchief,0.038461538,0.166666667,6129,689
B-26091,27-03-2019,59,10,4,Clothing,Leggings,0.04,0.2,6129,689
B-26092,27-03-2019,97,14,2,Clothing,T-shirt,0.041666667,0.333333333,6129,689
B-26093,27-03-2019,33,-1,1,Clothing,Saree,0.043478261,0.25,6129,689
B-26093,27-03-2019,2847,712,8,Electronics,Printers,0.125,0.5,6129,689
B-26093,27-03-2019,852,51,5,Furniture,Bookcases,0.25,1,3282,-23
B-26093,27-03-2019,492,187,2,Electronics,Accessories,0.142857143,0.333333333,3282,-23
B-26093,27-03-2019,81,41,5,Clothing,Leggings,0.045454545,0.25,2790,-210
B-26093,27-03-2019,49,5,4,Clothing,Hankerchief,0.047619048,0.2,2790,-210
B-26093,27-03-2019,148,25,3,Clothing,Saree,0.05,0.333333333,2790,-210
B-26094,27-03-2019,152,50,6,Clothing,Stole,0.052631579,1,2790,-210
B-26095,28-03-2019,6,1,1,Clothing,Kurti,0.055555556,1,2790,-210
B-26096,28-03-2019,45,9,3,Clothing,Leggings,0.058823529,0.333333333,2790,-210
B-26096,28-03-2019,103,46,2,Clothing,Saree,0.0625,0.5,2790,-210
B-26096,28-03-2019,140,56,4,Clothing,Shirt,0.066666667,0.5,2790,-210
B-26096,28-03-2019,88,11,3,Electronics,Accessories,0.166666667,0.5,2790,-210
B-26096,28-03-2019,451,25,3,Electronics,Phones,0.2,0.5,2702,-221
B-26096,28-03-2019,264,-26,3,Clothing,Trousers,0.071428571,0.5,2251,-246
B-26097,28-03-2019,97,12,2,Clothing,Hankerchief,0.076923077,0.25,2251,-246
B-26097,28-03-2019,14,5,1,Clothing,Hankerchief,0.083333333,0.333333333,2251,-246
B-26097,28-03-2019,19,8,2,Clothing,Hankerchief,0.090909091,0.5,2251,-246
B-26097,28-03-2019,39,18,2,Clothing,Leggings,0.1,0.5,2251,-246
B-26097,28-03-2019,185,-26,6,Furniture,Chairs,0.333333333,0.333333333,2251,-246
B-26097,28-03-2019,663,-212,5,Electronics,Printers,0.25,1,2251,-246
B-26097,28-03-2019,671,-309,5,Electronics,Electronic Games,0.333333333,1,1588,-34
B-26098,29-03-2019,82,8,3,Electronics,Accessories,0.5,1,917,275
B-26098,29-03-2019,497,179,3,Furniture,Chairs,0.5,0.5,835,267
B-26098,29-03-2019,96,48,5,Clothing,Leggings,0.111111111,1,835,267
B-26098,29-03-2019,409,86,3,Clothing,Saree,0.125,1,835,267
B-26098,29-03-2019,59,15,2,Clothing,T-shirt,0.142857143,0.5,835,267
B-26098,29-03-2019,46,14,5,Clothing,Skirt,0.166666667,0.5,835,267
B-26099,30-03-2019,9,3,1,Clothing,Skirt,0.2,1,835,267
B-26099,30-03-2019,207,37,4,Clothing,Hankerchief,0.25,1,835,267
B-26099,30-03-2019,835,267,5,Electronics,Phones,1,1,835,267
B-26099,30-03-2019,2366,552,5,Clothing,Trousers,0.333333333,1,0,0
B-26100,31-03-2019,828,230,2,Furniture,Chairs,1,1,0,0
B-26100,31-03-2019,34,10,2,Clothing,T-shirt,0.5,1,0,0
B-26100,31-03-2019,72,16,2,Clothing,Shirt,1,1,0,0
