Order ID,Order Date,Amount,Profit,Quantity,Category,Sub-Category,Unique Categories,Unique Sub-Categories,total amount by category,total profit by category
B-25601,01-04-2018,1275,-1148,7,Furniture,Bookcases,0.004115226,0.012658228,165267,10494
B-25601,01-04-2018,66,-12,5,Clothing,Stole,0.001053741,0.005208333,165267,10494
B-25601,01-04-2018,8,-2,3,Clothing,Hankerchief,0.001054852,0.005050505,165267,10494
B-25601,01-04-2018,80,-56,4,Electronics,Electronic Games,0.003246753,0.012658228,165267,10494
B-25602,01-04-2018,168,-111,2,Electronics,Phones,0.003257329,0.012048193,165187,10550
B-25602,01-04-2018,424,-272,5,Electronics,Phones,0.003267974,0.012195122,165019,10661
B-25602,01-04-2018,2617,1151,4,Electronics,Phones,0.003278689,0.012345679,164595,10933
B-25602,01-04-2018,561,212,3,Clothing,Saree,0.001055966,0.004761905,161978,9782
B-25602,01-04-2018,119,-5,8,Clothing,Saree,0.001057082,0.004784689,161978,9782
B-25603,03-04-2018,1355,-60,5,Clothing,Trousers,0.001058201,0.025641026,161978,9782
B-25603,03-04-2018,24,-30,1,Furniture,Chairs,0.004132231,0.013513514,161978,9782
B-25603,03-04-2018,193,-166,3,Clothing,Saree,0.001059322,0.004807692,161978,9782
B-25603,03-04-2018,180,5,3,Clothing,Trousers,0.001060445,0.026315789,161978,9782
B-25603,03-04-2018,116,16,4,Clothing,Stole,0.001061571,0.005235602,161978,9782
B-25603,03-04-2018,107,36,6,Clothing,Stole,0.001062699,0.005263158,161978,9782
B-25603,03-04-2018,12,1,2,Clothing,Hankerchief,0.00106383,0.005076142,161978,9782
B-25603,03-04-2018,38,18,1,Clothing,Kurti,0.001064963,0.021276596,161978,9782
B-25604,03-04-2018,65,17,2,Clothing,T-shirt,0.001066098,0.012987013,161978,9782
B-25604,03-04-2018,157,5,9,Clothing,Saree,0.001067236,0.004830918,161978,9782
B-25605,05-04-2018,75,0,7,Clothing,Saree,0.001068376,0.004854369,161978,9782
B-25606,06-04-2018,87,4,2,Clothing,Shirt,0.001069519,0.014492754,161978,9782
B-25607,06-04-2018,50,15,4,Clothing,Leggings,0.001070664,0.018867925,161978,9782
B-25608,08-04-2018,1364,-1864,5,Furniture,Tables,0.004149378,0.058823529,161978,9782
B-25608,08-04-2018,476,0,3,Furniture,Chairs,0.004166667,0.01369863,161978,9782
B-25608,08-04-2018,257,23,5,Clothing,Hankerchief,0.001071811,0.005102041,161978,9782
B-25608,08-04-2018,856,385,6,Electronics,Printers,0.003289474,0.013513514,161978,9782
B-25609,09-04-2018,485,29,4,Electronics,Electronic Games,0.00330033,0.012820513,161122,9397
B-25609,09-04-2018,25,-5,4,Clothing,Saree,0.001072961,0.004878049,160637,9368
B-25610,09-04-2018,1076,-38,4,Electronics,Printers,0.003311258,0.01369863,160637,9368
B-25610,09-04-2018,107,-54,4,Clothing,Stole,0.001074114,0.005291005,159561,9406
B-25610,09-04-2018,68,-55,5,Electronics,Accessories,0.003322259,0.013888889,159561,9406
B-25610,09-04-2018,781,-594,6,Electronics,Printers,0.003333333,0.013888889,159493,9461
B-25610,09-04-2018,43,0,3,Clothing,Saree,0.001075269,0.004901961,158712,10055
B-25610,09-04-2018,30,-5,2,Furniture,Furnishings,0.0041841,0.01369863,158712,10055
B-25611,11-04-2018,160,-59,2,Clothing,Saree,0.001076426,0.004926108,158712,10055
B-25612,12-04-2018,259,-55,2,Furniture,Chairs,0.004201681,0.013888889,158712,10055
B-25613,12-04-2018,1603,0,9,Clothing,Saree,0.001077586,0.004950495,158712,10055
B-25614,13-04-2018,494,54,4,Furniture,Bookcases,0.004219409,0.012820513,158712,10055
B-25614,13-04-2018,98,-12,2,Electronics,Electronic Games,0.003344482,0.012987013,158712,10055
B-25615,15-04-2018,68,20,5,Clothing,Hankerchief,0.001078749,0.005128205,158614,10067
B-25616,15-04-2018,42,12,5,Clothing,Hankerchief,0.001079914,0.005154639,158614,10067
B-25616,15-04-2018,116,-56,5,Clothing,Stole,0.001081081,0.005319149,158614,10067
B-25616,15-04-2018,22,-2,3,Clothing,Hankerchief,0.001082251,0.005181347,158614,10067
B-25616,15-04-2018,14,-2,3,Clothing,Hankerchief,0.001083424,0.005208333,158614,10067
B-25617,17-04-2018,305,-270,5,Electronics,Electronic Games,0.003355705,0.013157895,158614,10067
B-25618,18-04-2018,362,127,1,Furniture,Bookcases,0.004237288,0.012987013,158309,10337
B-25618,18-04-2018,12,0,2,Clothing,Hankerchief,0.001084599,0.005235602,158309,10337
B-25619,18-04-2018,353,90,8,Clothing,Saree,0.001085776,0.004975124,158309,10337
B-25620,20-04-2018,193,46,1,Electronics,Printers,0.003367003,0.014084507,158309,10337
B-25621,20-04-2018,233,-10,5,Electronics,Electronic Games,0.003378378,0.013333333,158116,10291
B-25621,20-04-2018,228,63,3,Electronics,Electronic Games,0.003389831,0.013513514,157883,10301
B-25621,20-04-2018,333,-15,3,Electronics,Phones,0.003401361,0.0125,157655,10238
B-25622,22-04-2018,534,0,3,Clothing,Saree,0.001086957,0.005,157322,10253
B-25623,22-04-2018,53,1,4,Clothing,Stole,0.001088139,0.005347594,157322,10253
B-25623,22-04-2018,158,69,3,Clothing,Stole,0.001089325,0.005376344,157322,10253
B-25623,22-04-2018,149,-87,4,Clothing,Saree,0.001090513,0.005025126,157322,10253
B-25623,22-04-2018,105,20,2,Clothing,Stole,0.001091703,0.005405405,157322,10253
B-25624,22-04-2018,26,12,3,Clothing,Hankerchief,0.001092896,0.005263158,157322,10253
B-25625,23-04-2018,97,29,2,Clothing,Hankerchief,0.001094092,0.005291005,157322,10253
B-25625,23-04-2018,59,30,3,Clothing,Leggings,0.00109529,0.019230769,157322,10253
B-25625,23-04-2018,635,-349,5,Clothing,Saree,0.001096491,0.005050505,157322,10253
B-25626,23-04-2018,46,-14,1,Electronics,Phones,0.003412969,0.012658228,157322,10253
B-25626,23-04-2018,1103,-276,3,Furniture,Chairs,0.004255319,0.014084507,157276,10267
B-25627,23-04-2018,55,-39,4,Clothing,Stole,0.001097695,0.005434783,157276,10267
B-25628,24-04-2018,45,13,4,Clothing,Skirt,0.001098901,0.015625,157276,10267
B-25628,24-04-2018,24,-9,4,Clothing,Saree,0.00110011,0.005076142,157276,10267
B-25628,24-04-2018,35,-8,2,Furniture,Furnishings,0.004273504,0.013888889,157276,10267
B-25629,24-04-2018,1560,421,3,Clothing,Trousers,0.001101322,0.027027027,157276,10267
B-25630,24-04-2018,133,12,5,Clothing,Stole,0.001102536,0.005464481,157276,10267
B-25630,24-04-2018,114,-39,5,Clothing,Kurti,0.001103753,0.02173913,157276,10267
B-25630,24-04-2018,143,-129,2,Electronics,Phones,0.003424658,0.012820513,157276,10267
B-25630,24-04-2018,40,-7,3,Clothing,Stole,0.001104972,0.005494505,157133,10396
B-25630,24-04-2018,34,-22,4,Clothing,T-shirt,0.001106195,0.013157895,157133,10396
B-25630,24-04-2018,42,-26,2,Clothing,Kurti,0.00110742,0.022222222,157133,10396
B-25631,24-04-2018,89,-89,2,Furniture,Furnishings,0.004291845,0.014084507,157133,10396
B-25632,25-04-2018,19,-2,2,Clothing,Leggings,0.001108647,0.019607843,157133,10396
B-25633,26-04-2018,249,-130,4,Electronics,Phones,0.003436426,0.012987013,157133,10396
B-25633,26-04-2018,711,-8,4,Clothing,Saree,0.001109878,0.005102041,156884,10526
B-25633,26-04-2018,496,-79,2,Clothing,Trousers,0.001111111,0.027777778,156884,10526
B-25634,26-04-2018,389,-83,3,Furniture,Chairs,0.004310345,0.014285714,156884,10526
B-25635,26-04-2018,40,16,3,Clothing,Hankerchief,0.001112347,0.005319149,156884,10526
B-25635,26-04-2018,23,2,2,Clothing,Skirt,0.001113586,0.015873016,156884,10526
B-25635,26-04-2018,382,30,3,Clothing,Saree,0.001114827,0.005128205,156884,10526
B-25636,26-04-2018,637,113,5,Clothing,Saree,0.001116071,0.005154639,156884,10526
B-25637,26-04-2018,117,14,3,Clothing,Shirt,0.001117318,0.014705882,156884,10526
B-25638,26-04-2018,182,-11,3,Furniture,Bookcases,0.004329004,0.013157895,156884,10526
B-25638,26-04-2018,880,97,8,Furniture,Furnishings,0.004347826,0.014285714,156884,10526
B-25638,26-04-2018,154,39,3,Clothing,Hankerchief,0.001118568,0.005347594,156884,10526
B-25638,26-04-2018,816,-96,3,Electronics,Printers,0.003448276,0.014285714,156884,10526
B-25639,27-04-2018,1629,-153,3,Electronics,Phones,0.003460208,0.013157895,156068,10622
B-25640,27-04-2018,68,-62,2,Clothing,Trousers,0.001119821,0.028571429,154439,10775
B-25640,27-04-2018,314,-239,13,Clothing,Hankerchief,0.001121076,0.005376344,154439,10775
B-25640,27-04-2018,122,-47,4,Clothing,Saree,0.001122334,0.005181347,154439,10775
B-25641,27-04-2018,22,-6,1,Furniture,Furnishings,0.004366812,0.014492754,154439,10775
B-25642,28-04-2018,434,26,11,Clothing,Shirt,0.001123596,0.014925373,154439,10775
B-25643,29-04-2018,1061,-36,8,Furniture,Bookcases,0.004385965,0.013333333,154439,10775
B-25643,29-04-2018,50,-44,2,Clothing,Hankerchief,0.001124859,0.005405405,154439,10775
B-25643,29-04-2018,37,-23,4,Clothing,Shirt,0.001126126,0.015151515,154439,10775
B-25643,29-04-2018,263,-63,2,Electronics,Electronic Games,0.003472222,0.01369863,154439,10775
B-25643,29-04-2018,36,-7,1,Electronics,Electronic Games,0.003484321,0.013888889,154176,10838
B-25644,30-04-2018,76,-92,8,Furniture,Furnishings,0.004405286,0.014705882,154140,10845
B-25645,01-05-2018,273,-87,4,Electronics,Phones,0.003496503,0.013333333,154140,10845
B-25645,01-05-2018,86,0,4,Clothing,T-shirt,0.001127396,0.013333333,153867,10932
B-25645,01-05-2018,133,-42,1,Electronics,Printers,0.003508772,0.014492754,153867,10932
B-25645,01-05-2018,183,-66,5,Electronics,Phones,0.003521127,0.013513514,153734,10974
B-25646,01-05-2018,20,-8,2,Clothing,Saree,0.001128668,0.005208333,153551,11040
B-25647,03-05-2018,42,-6,4,Clothing,Saree,0.001129944,0.005235602,153551,11040
B-25648,04-05-2018,100,-23,1,Electronics,Phones,0.003533569,0.01369863,153551,11040
B-25648,04-05-2018,30,13,1,Clothing,T-shirt,0.001131222,0.013513514,153451,11063
B-25648,04-05-2018,55,-26,4,Clothing,Saree,0.001132503,0.005263158,153451,11063
B-25648,04-05-2018,130,-41,4,Clothing,Saree,0.001133787,0.005291005,153451,11063
B-25649,05-05-2018,27,-25,2,Clothing,Stole,0.001135074,0.005524862,153451,11063
B-25650,06-05-2018,245,-78,2,Electronics,Printers,0.003546099,0.014705882,153451,11063
B-25650,06-05-2018,211,-105,2,Clothing,Saree,0.001136364,0.005319149,153206,11141
B-25650,06-05-2018,31,-2,2,Clothing,Saree,0.001137656,0.005347594,153206,11141
B-25650,06-05-2018,28,-26,2,Clothing,Stole,0.001138952,0.005555556,153206,11141
B-25650,06-05-2018,512,-225,5,Clothing,Saree,0.001140251,0.005376344,153206,11141
B-25650,06-05-2018,925,-447,5,Electronics,Electronic Games,0.003558719,0.014084507,153206,11141
B-25650,06-05-2018,238,20,2,Clothing,Saree,0.001141553,0.005405405,152281,11588
B-25650,06-05-2018,351,-47,8,Electronics,Phones,0.003571429,0.013888889,152281,11588
B-25650,06-05-2018,269,111,3,Clothing,Trousers,0.001142857,0.029411765,151930,11635
B-25651,07-05-2018,200,-60,4,Furniture,Bookcases,0.004424779,0.013513514,151930,11635
B-25651,07-05-2018,44,-8,3,Clothing,Stole,0.001144165,0.005586592,151930,11635
B-25651,07-05-2018,7,0,1,Clothing,Leggings,0.001145475,0.02,151930,11635
B-25651,07-05-2018,11,-4,2,Clothing,Skirt,0.001146789,0.016129032,151930,11635
B-25651,07-05-2018,16,-10,2,Clothing,T-shirt,0.001148106,0.01369863,151930,11635
B-25651,07-05-2018,172,-103,3,Furniture,Chairs,0.004444444,0.014492754,151930,11635
B-25651,07-05-2018,49,3,1,Clothing,Shirt,0.001149425,0.015384615,151930,11635
B-25651,07-05-2018,823,-18,7,Furniture,Chairs,0.004464286,0.014705882,151930,11635
B-25651,07-05-2018,23,4,1,Clothing,Saree,0.001150748,0.005434783,151930,11635
B-25651,07-05-2018,457,-41,4,Clothing,Saree,0.001152074,0.005464481,151930,11635
B-25652,08-05-2018,24,-21,7,Clothing,Skirt,0.001153403,0.016393443,151930,11635
B-25652,08-05-2018,25,-2,5,Clothing,Hankerchief,0.001154734,0.005434783,151930,11635
B-25652,08-05-2018,174,-70,3,Electronics,Accessories,0.003584229,0.014084507,151930,11635
B-25652,08-05-2018,206,-206,3,Clothing,Saree,0.001156069,0.005494505,151756,11705
B-25652,08-05-2018,21,-13,3,Clothing,Leggings,0.001157407,0.020408163,151756,11705
B-25652,08-05-2018,34,-6,4,Clothing,Leggings,0.001158749,0.020833333,151756,11705
B-25652,08-05-2018,9,-6,2,Clothing,Hankerchief,0.001160093,0.005464481,151756,11705
B-25653,08-05-2018,1279,-640,8,Electronics,Printers,0.003597122,0.014925373,151756,11705
B-25653,08-05-2018,28,-3,2,Clothing,Saree,0.00116144,0.005524862,150477,12345
B-25653,08-05-2018,427,-50,7,Electronics,Phones,0.003610108,0.014084507,150477,12345
B-25653,08-05-2018,168,-10,3,Electronics,Accessories,0.003623188,0.014285714,150050,12395
B-25653,08-05-2018,1327,318,8,Furniture,Chairs,0.004484305,0.014925373,149882,12405
B-25653,08-05-2018,195,-117,5,Electronics,Phones,0.003636364,0.014285714,149882,12405
B-25653,08-05-2018,115,25,1,Electronics,Accessories,0.003649635,0.014492754,149687,12522
B-25653,08-05-2018,668,-31,3,Electronics,Printers,0.003663004,0.015151515,149572,12497
B-25653,08-05-2018,227,102,8,Electronics,Accessories,0.003676471,0.014705882,148904,12528
B-25654,10-05-2018,34,12,3,Clothing,Hankerchief,0.001162791,0.005494505,148677,12426
B-25654,10-05-2018,229,-23,2,Clothing,Saree,0.001164144,0.005555556,148677,12426
B-25654,10-05-2018,54,-3,3,Clothing,Saree,0.001165501,0.005586592,148677,12426
B-25654,10-05-2018,269,-86,2,Electronics,Electronic Games,0.003690037,0.014285714,148677,12426
B-25654,10-05-2018,122,-21,3,Furniture,Furnishings,0.004504505,0.014925373,148408,12512
B-25654,10-05-2018,105,46,2,Clothing,Stole,0.001166861,0.005617978,148408,12512
B-25654,10-05-2018,450,-90,3,Electronics,Printers,0.003703704,0.015384615,148408,12512
B-25654,10-05-2018,121,-17,3,Furniture,Furnishings,0.004524887,0.015151515,147958,12602
B-25655,11-05-2018,44,-26,3,Clothing,Hankerchief,0.001168224,0.005524862,147958,12602
B-25655,11-05-2018,7,-4,3,Clothing,Hankerchief,0.001169591,0.005555556,147958,12602
B-25655,11-05-2018,396,-31,9,Clothing,Saree,0.00117096,0.005617978,147958,12602
B-25655,11-05-2018,97,-62,2,Clothing,Trousers,0.001172333,0.03030303,147958,12602
B-25655,11-05-2018,110,-68,4,Clothing,Saree,0.001173709,0.005649718,147958,12602
B-25655,11-05-2018,312,-312,7,Furniture,Chairs,0.004545455,0.015151515,147958,12602
B-25655,11-05-2018,9,-6,2,Clothing,Skirt,0.001175088,0.016666667,147958,12602
B-25655,11-05-2018,6,-3,1,Clothing,Hankerchief,0.001176471,0.005586592,147958,12602
B-25655,11-05-2018,74,23,8,Clothing,Skirt,0.001177856,0.016949153,147958,12602
B-25656,11-05-2018,534,0,3,Clothing,Saree,0.001179245,0.005681818,147958,12602
B-25656,11-05-2018,30,-5,5,Clothing,Stole,0.001180638,0.005649718,147958,12602
B-25656,11-05-2018,61,-23,2,Clothing,Saree,0.001182033,0.005714286,147958,12602
B-25656,11-05-2018,6,3,1,Clothing,Hankerchief,0.001183432,0.005617978,147958,12602
B-25656,11-05-2018,24,-1,2,Clothing,Hankerchief,0.001184834,0.005649718,147958,12602
B-25656,11-05-2018,56,18,2,Clothing,Hankerchief,0.00118624,0.005681818,147958,12602
B-25656,11-05-2018,406,126,2,Clothing,Saree,0.001187648,0.005747126,147958,12602
B-25656,11-05-2018,624,37,2,Electronics,Electronic Games,0.003717472,0.014492754,147958,12602
B-25656,11-05-2018,101,18,9,Clothing,Skirt,0.001189061,0.017241379,147334,12565
B-25656,11-05-2018,1389,680,7,Clothing,Saree,0.001190476,0.005780347,147334,12565
B-25656,11-05-2018,651,169,5,Electronics,Printers,0.003731343,0.015625,147334,12565
B-25656,11-05-2018,13,-1,3,Clothing,Hankerchief,0.001191895,0.005714286,146683,12396
B-25657,13-05-2018,1021,-48,4,Electronics,Electronic Games,0.003745318,0.014705882,146683,12396
B-25657,13-05-2018,32,-22,5,Clothing,Saree,0.001193317,0.005813953,145662,12444
B-25657,13-05-2018,332,-43,6,Electronics,Phones,0.003759398,0.014492754,145662,12444
B-25657,13-05-2018,288,-180,4,Furniture,Chairs,0.00456621,0.015384615,145330,12487
B-25658,14-05-2018,27,9,2,Clothing,T-shirt,0.001194743,0.013888889,145330,12487
B-25659,15-05-2018,148,72,7,Clothing,T-shirt,0.001196172,0.014084507,145330,12487
B-25660,16-05-2018,245,-78,3,Clothing,Saree,0.001197605,0.005847953,145330,12487
B-25661,17-05-2018,19,-15,3,Clothing,Hankerchief,0.001199041,0.005747126,145330,12487
B-25661,17-05-2018,224,-81,3,Furniture,Chairs,0.004587156,0.015625,145330,12487
B-25661,17-05-2018,58,-42,2,Furniture,Chairs,0.004608295,0.015873016,145330,12487
B-25661,17-05-2018,145,-104,5,Furniture,Chairs,0.00462963,0.016129032,145330,12487
B-25661,17-05-2018,55,-33,2,Furniture,Chairs,0.004651163,0.016393443,145330,12487
B-25661,17-05-2018,7,-1,2,Clothing,Hankerchief,0.00120048,0.005780347,145330,12487
B-25662,17-05-2018,24,-2,2,Clothing,T-shirt,0.001201923,0.014285714,145330,12487
B-25662,17-05-2018,86,-21,1,Electronics,Electronic Games,0.003773585,0.014925373,145330,12487
B-25662,17-05-2018,385,-77,11,Furniture,Furnishings,0.004672897,0.015384615,145244,12508
B-25663,19-05-2018,294,138,2,Electronics,Printers,0.003787879,0.015873016,145244,12508
B-25664,20-05-2018,444,-200,4,Electronics,Phones,0.003802281,0.014705882,144950,12370
B-25664,20-05-2018,785,52,2,Electronics,Phones,0.003816794,0.014925373,144506,12570
B-25664,20-05-2018,258,-27,2,Electronics,Phones,0.003831418,0.015151515,143721,12518
B-25664,20-05-2018,83,-48,1,Furniture,Bookcases,0.004694836,0.01369863,143463,12545
B-25665,21-05-2018,166,-113,4,Electronics,Accessories,0.003846154,0.014925373,143463,12545
B-25666,22-05-2018,934,-916,7,Electronics,Electronic Games,0.003861004,0.015151515,143297,12658
B-25667,23-05-2018,11,-2,4,Clothing,Hankerchief,0.001203369,0.005813953,142363,13574
B-25667,23-05-2018,41,6,5,Clothing,Skirt,0.001204819,0.01754386,142363,13574
B-25667,23-05-2018,344,-34,3,Clothing,Saree,0.001206273,0.005882353,142363,13574
B-25667,23-05-2018,1030,206,8,Electronics,Printers,0.003875969,0.016129032,142363,13574
B-25667,23-05-2018,516,69,4,Furniture,Bookcases,0.004716981,0.013888889,141333,13368
B-25668,24-05-2018,123,17,3,Furniture,Furnishings,0.004739336,0.015625,141333,13368
B-25669,25-05-2018,610,-66,2,Furniture,Tables,0.004761905,0.0625,141333,13368
B-25670,25-05-2018,74,29,3,Clothing,Stole,0.001207729,0.005681818,141333,13368
B-25670,25-05-2018,24,1,2,Clothing,Hankerchief,0.00120919,0.005847953,141333,13368
B-25670,25-05-2018,14,2,1,Clothing,Hankerchief,0.001210654,0.005882353,141333,13368
B-25670,25-05-2018,656,-36,2,Furniture,Bookcases,0.004784689,0.014084507,141333,13368
B-25671,27-05-2018,832,0,3,Clothing,Trousers,0.001212121,0.03125,141333,13368
B-25672,28-05-2018,27,-15,1,Clothing,Stole,0.001213592,0.005714286,141333,13368
B-25673,28-05-2018,143,-124,5,Clothing,Saree,0.001215067,0.00591716,141333,13368
B-25673,28-05-2018,44,-17,5,Clothing,Saree,0.001216545,0.005952381,141333,13368
B-25673,28-05-2018,45,-2,4,Clothing,Shirt,0.001218027,0.015625,141333,13368
B-25673,28-05-2018,16,-1,1,Clothing,Saree,0.001219512,0.005988024,141333,13368
B-25673,28-05-2018,37,-5,3,Clothing,T-shirt,0.001221001,0.014492754,141333,13368
B-25674,28-05-2018,17,-12,5,Clothing,Skirt,0.001222494,0.017857143,141333,13368
B-25675,31-05-2018,929,-93,9,Clothing,Saree,0.00122399,0.006024096,141333,13368
B-25676,01-06-2018,342,-103,4,Electronics,Electronic Games,0.003891051,0.015384615,141333,13368
B-25676,01-06-2018,1263,-56,5,Clothing,Trousers,0.00122549,0.032258065,140991,13471
B-25676,01-06-2018,674,-187,2,Furniture,Tables,0.004807692,0.066666667,140991,13471
B-25676,01-06-2018,32,6,3,Clothing,Shirt,0.001226994,0.015873016,140991,13471
B-25676,01-06-2018,79,36,4,Clothing,Shirt,0.001228501,0.016129032,140991,13471
B-25677,02-06-2018,20,-2,1,Electronics,Accessories,0.00390625,0.015151515,140991,13471
B-25678,03-06-2018,64,-7,3,Clothing,Saree,0.001230012,0.006060606,140971,13473
B-25678,03-06-2018,7,-3,2,Clothing,Skirt,0.001231527,0.018181818,140971,13473
B-25678,03-06-2018,327,-39,1,Electronics,Phones,0.003921569,0.015384615,140971,13473
B-25678,03-06-2018,27,-25,2,Clothing,Shirt,0.001233046,0.016393443,140644,13512
B-25679,04-06-2018,76,-50,1,Clothing,Saree,0.001234568,0.006097561,140644,13512
B-25680,04-06-2018,73,-25,3,Clothing,Saree,0.001236094,0.006134969,140644,13512
B-25681,04-06-2018,68,-27,3,Electronics,Accessories,0.003937008,0.015384615,140644,13512
B-25681,04-06-2018,523,204,7,Clothing,Trousers,0.001237624,0.033333333,140576,13539
B-25681,04-06-2018,44,-3,1,Clothing,Saree,0.001239157,0.00617284,140576,13539
B-25681,04-06-2018,243,-14,2,Furniture,Chairs,0.004830918,0.016666667,140576,13539
B-25681,04-06-2018,1625,-77,3,Electronics,Phones,0.003952569,0.015625,140576,13539
B-25681,04-06-2018,1096,-658,7,Electronics,Electronic Games,0.003968254,0.015625,138951,13616
B-25682,07-06-2018,545,-73,11,Electronics,Phones,0.003984064,0.015873016,137855,14274
B-25683,08-06-2018,433,26,3,Electronics,Printers,0.004,0.016393443,137310,14347
B-25683,08-06-2018,245,-3,4,Electronics,Phones,0.004016064,0.016129032,136877,14321
B-25683,08-06-2018,155,56,3,Furniture,Furnishings,0.004854369,0.015873016,136632,14324
B-25683,08-06-2018,148,52,5,Clothing,Stole,0.001240695,0.005747126,136632,14324
B-25683,08-06-2018,86,-55,6,Clothing,Saree,0.001242236,0.00621118,136632,14324
B-25684,09-06-2018,134,42,2,Furniture,Chairs,0.004878049,0.016949153,136632,14324
B-25685,10-06-2018,51,7,2,Furniture,Furnishings,0.004901961,0.016129032,136632,14324
B-25685,10-06-2018,529,137,3,Electronics,Phones,0.004032258,0.016393443,136632,14324
B-25685,10-06-2018,264,-30,3,Furniture,Furnishings,0.004926108,0.016393443,136103,14187
B-25685,10-06-2018,45,-2,4,Clothing,Shirt,0.001243781,0.016666667,136103,14187
B-25686,11-06-2018,381,-13,2,Clothing,Saree,0.00124533,0.00625,136103,14187
B-25686,11-06-2018,332,-503,3,Electronics,Printers,0.004048583,0.016666667,136103,14187
B-25686,11-06-2018,1829,-56,6,Furniture,Tables,0.004950495,0.071428571,135771,14690
B-25687,11-06-2018,17,6,1,Clothing,Stole,0.001246883,0.005780347,135771,14690
B-25687,11-06-2018,357,139,2,Clothing,Saree,0.001248439,0.006289308,135771,14690
B-25687,11-06-2018,51,21,3,Clothing,T-shirt,0.00125,0.014705882,135771,14690
B-25687,11-06-2018,387,-213,5,Clothing,Saree,0.001251564,0.006329114,135771,14690
B-25687,11-06-2018,14,-1,4,Clothing,Kurti,0.001253133,0.022727273,135771,14690
B-25688,11-06-2018,352,-345,5,Clothing,Saree,0.001254705,0.006369427,135771,14690
B-25689,14-06-2018,469,-459,3,Electronics,Electronic Games,0.004065041,0.015873016,135771,14690
B-25689,14-06-2018,97,17,2,Clothing,Stole,0.001256281,0.005813953,135302,15149
B-25689,14-06-2018,149,36,3,Clothing,Stole,0.001257862,0.005847953,135302,15149
B-25690,15-06-2018,31,10,3,Clothing,Skirt,0.001259446,0.018518519,135302,15149
B-25691,16-06-2018,714,56,4,Clothing,Saree,0.001261034,0.006410256,135302,15149
B-25691,16-06-2018,75,-25,3,Clothing,Stole,0.001262626,0.005882353,135302,15149
B-25691,16-06-2018,17,-9,3,Clothing,Stole,0.001264223,0.00591716,135302,15149
B-25692,17-06-2018,141,28,7,Furniture,Furnishings,0.004975124,0.016666667,135302,15149
B-25693,18-06-2018,76,-72,9,Clothing,Hankerchief,0.001265823,0.00591716,135302,15149
B-25693,18-06-2018,632,-316,6,Clothing,Saree,0.001267427,0.006451613,135302,15149
B-25693,18-06-2018,32,-16,6,Clothing,Saree,0.001269036,0.006493506,135302,15149
B-25693,18-06-2018,68,-30,1,Electronics,Phones,0.004081633,0.016666667,135302,15149
B-25693,18-06-2018,82,-39,5,Clothing,T-shirt,0.001270648,0.014925373,135234,15179
B-25693,18-06-2018,72,-49,1,Electronics,Phones,0.004098361,0.016949153,135234,15179
B-25693,18-06-2018,13,-13,2,Clothing,Skirt,0.001272265,0.018867925,135162,15228
B-25694,18-06-2018,167,43,7,Clothing,T-shirt,0.001273885,0.015151515,135162,15228
B-25695,18-06-2018,171,14,9,Clothing,Shirt,0.00127551,0.016949153,135162,15228
B-25696,21-06-2018,117,-6,3,Electronics,Phones,0.004115226,0.017241379,135162,15228
B-25696,21-06-2018,116,-4,1,Clothing,Saree,0.001277139,0.006535948,135045,15234
B-25696,21-06-2018,887,80,3,Electronics,Printers,0.004132231,0.016949153,135045,15234
B-25696,21-06-2018,275,-275,4,Clothing,Saree,0.001278772,0.006578947,134158,15154
B-25696,21-06-2018,44,7,3,Clothing,Kurti,0.00128041,0.023255814,134158,15154
B-25696,21-06-2018,168,-9,3,Clothing,Saree,0.001282051,0.006622517,134158,15154
B-25697,22-06-2018,114,8,3,Electronics,Accessories,0.004149378,0.015625,134158,15154
B-25697,22-06-2018,1300,-16,8,Electronics,Printers,0.004166667,0.017241379,134044,15146
B-25697,22-06-2018,4,-3,1,Clothing,Skirt,0.001283697,0.019230769,132744,15162
B-25697,22-06-2018,73,-7,1,Electronics,Phones,0.0041841,0.01754386,132744,15162
B-25697,22-06-2018,67,-42,3,Clothing,Stole,0.001285347,0.005952381,132671,15169
B-25697,22-06-2018,322,-193,5,Electronics,Printers,0.004201681,0.01754386,132671,15169
B-25697,22-06-2018,115,-39,3,Clothing,Trousers,0.001287001,0.034482759,132349,15362
B-25698,23-06-2018,87,-83,5,Clothing,Kurti,0.00128866,0.023809524,132349,15362
B-25698,23-06-2018,27,-6,4,Clothing,Hankerchief,0.001290323,0.005952381,132349,15362
B-25698,23-06-2018,207,-153,3,Clothing,Saree,0.00129199,0.006666667,132349,15362
B-25698,23-06-2018,516,-392,8,Furniture,Chairs,0.005,0.017241379,132349,15362
B-25698,23-06-2018,7,-2,1,Clothing,Hankerchief,0.001293661,0.005988024,132349,15362
B-25698,23-06-2018,65,-16,2,Electronics,Phones,0.004219409,0.017857143,132349,15362
B-25699,24-06-2018,20,-22,1,Furniture,Furnishings,0.005025126,0.016949153,132284,15378
B-25699,24-06-2018,49,-31,2,Clothing,Stole,0.001295337,0.005988024,132284,15378
B-25699,24-06-2018,34,-13,5,Clothing,Leggings,0.001297017,0.021276596,132284,15378
B-25699,24-06-2018,21,-5,1,Electronics,Accessories,0.004237288,0.015873016,132284,15378
B-25700,25-06-2018,129,-75,5,Clothing,Shirt,0.001298701,0.017241379,132263,15383
